name, average, standard, count
David_Coulthard, 0.402309, 0.000000, 2
David_Dodge, 0.267374, 0.000000, 2
David_Heymann, 0.238552, 0.048405, 5
David_Hyde_Pierce, 0.157257, 0.021805, 4
David_Kelley, 0.615568, 0.000000, 2
David_Leahy, 0.237835, 0.000000, 2
David_Myers, 0.226077, 0.000000, 2
David_Nalbandian, 0.209814, 0.091379, 14
David_Spade, 0.454587, 0.000000, 2
David_Stern, 0.285567, 0.145351, 4
David_Trimble, 0.358136, 0.063927, 5
David_Wells, 0.382149, 0.083804, 6
David_Wolf, 0.474714, 0.000000, 2
Dean_Barkley, 0.304872, 0.096537, 4
Debbie_Reynolds, 0.138601, 0.024137, 4
Debra_Brown, 0.235856, 0.000000, 2
Debra_Messing, 0.215567, 0.000000, 2
Demetrius_Ferraciu, 0.251669, 0.000000, 2
Demi_Moore, 0.257446, 0.037212, 4
Denise_Johnson, 0.332863, 0.000000, 2
Dennis_Erickson, 0.177477, 0.000000, 2
Dennis_Hastert, 0.554002, 0.144585, 6
Dennis_Kozlowski, 0.146968, 0.000000, 2
Dennis_Kucinich, 0.354156, 0.077352, 7
Dennis_Powell, 0.365054, 0.000000, 2
Denzel_Washington, 0.401390, 0.112765, 5
Derek_Jeter, 0.280380, 0.045397, 4
Derek_Lowe, 0.345224, 0.000000, 2
Desiree_Lemosi, 0.285821, 0.000000, 2
Dexter_Jackson, 0.378847, 0.000000, 2
Diana_Krall, 0.299039, 0.104772, 6
Diana_Munz, 0.228965, 0.049407, 3
Diana_Taurasi, 0.277271, 0.000000, 2
Diane_Green, 0.278653, 0.000000, 2
Dianne_Feinstein, 0.185196, 0.040129, 3
Dick_Cheney, 0.317304, 0.096839, 14
Dick_Clark, 0.216207, 0.047947, 3
Dick_Latessa, 0.344195, 0.000000, 2
Dick_Vermeil, 0.349175, 0.000000, 2
Dino_de_Laurentis, 0.256811, 0.000000, 2
Dolly_Parton, 0.260080, 0.000000, 2
Dolma_Tsering, 0.208355, 0.000000, 2
Dominik_Garcia-Lorido, 0.211325, 0.000000, 2
Dominique_de_Villepin, 0.251694, 0.073404, 15
Donald_Evans, 0.194809, 0.000000, 2
Donald_Fehr, 0.396417, 0.094676, 4
Donald_Pettit, 0.216731, 0.042802, 3
Donald_Rumsfeld, 0.326764, 0.118343, 120
Donatella_Versace, 0.316953, 0.052230, 3
Donna_Shalala, 0.204062, 0.000000, 2
Don_Nickles, 0.178938, 0.000000, 2
Don_Siegelman, 0.317301, 0.065784, 4
Doris_Roberts, 0.293530, 0.082784, 3
Doris_Schroeder, 0.443225, 0.126261, 4
Dorthy_Moxley, 0.203713, 0.000000, 2
Doug_Collins, 0.486345, 0.000000, 2
Doug_Duncan, 0.255823, 0.000000, 2
Doug_Melvin, 0.276771, 0.081761, 3
Drew_Barrymore, 0.540636, 0.000000, 2
Duane_Lee_Chapman, 0.218743, 0.000000, 2
Dwayne_Johnson, 0.096735, 0.000000, 2
Eddie_Sutton, 0.296297, 0.000000, 2
Eddy_Merckx, 0.170229, 0.000000, 2
Edie_Falco, 0.445249, 0.000000, 2
Edmund_Hillary, 0.447392, 0.094191, 3
Edmund_Stoiber, 0.221314, 0.099885, 13
Eduardo_Duhalde, 0.208246, 0.107316, 14
Eduard_Shevardnadze, 0.185336, 0.119567, 5
Edward_James_Olmos, 0.272468, 0.000000, 2
Edward_Kennedy, 0.306907, 0.028165, 3
Edward_Lu, 0.220877, 0.055060, 6
Edward_Norton, 0.125679, 0.000000, 2
Edward_Said, 0.418473, 0.000000, 2
Edwina_Currie, 0.216833, 0.032101, 4
Edwin_Edwards, 0.275906, 0.059639, 3
Ed_Rosenthal, 0.221503, 0.000000, 2
Ed_Smart, 0.409121, 0.002485, 3
Eileen_Coparropa, 0.218252, 0.026621, 3
Elena_Bovina, 0.188817, 0.033713, 3
Eliane_Karp, 0.274611, 0.044031, 4
Elijah_Wood, 0.284505, 0.099528, 3
Elinor_Caplan, 0.308671, 0.000000, 2
Elin_Nordegren, 0.388308, 0.000000, 2
Elizabeth_Dole, 0.163768, 0.041237, 4
Elizabeth_Hurley, 0.262474, 0.064094, 5
Elizabeth_Shue, 0.255280, 0.000000, 2
Elizabeth_Smart, 0.207288, 0.044221, 5
Elizabeth_Taylor, 0.275044, 0.000000, 2
Ellen_DeGeneres, 0.145002, 0.000000, 2
Ellen_Engleman, 0.165054, 0.000000, 2
Elsa_Zylberstein, 0.260625, 0.092372, 6
Elton_John, 0.423321, 0.127633, 7
Elvis_Presley, 0.395259, 0.000000, 2
Emanuel_Ginobili, 0.332953, 0.084744, 5
Emile_Lahoud, 0.359064, 0.000000, 2
Emily_Robison, 0.360131, 0.000000, 2
Emmanuelle_Beart, 0.195815, 0.043839, 3
Emma_Thompson, 0.267498, 0.036381, 3
Emma_Watson, 0.135789, 0.071720, 5
Emmit_Smith, 0.274178, 0.000000, 2
Enrique_Bolanos, 0.394959, 0.101951, 5
Eric_Clapton, 0.213194, 0.000000, 2
Eric_Hinske, 0.283538, 0.000000, 2
Eric_Robert_Rudolph, 0.295103, 0.113369, 3
Eric_Rosser, 0.330136, 0.000000, 2
Erika_Christensen, 0.253730, 0.000000, 2
Erika_Harold, 0.238770, 0.069629, 5
Erik_Morales, 0.340659, 0.029943, 3
Erin_Runnion, 0.250951, 0.033092, 4
Ernesto_Zedillo, 0.362643, 0.000000, 2
Ernie_Els, 0.536048, 0.108740, 4
Ernie_Eves, 0.229472, 0.000000, 2
Ernie_Fletcher, 0.402393, 0.000000, 2
Ethan_Hawke, 0.309100, 0.081454, 4
Eunice_Barber, 0.431354, 0.000000, 2
Evander_Holyfield, 0.481506, 0.000000, 2
Evan_Rachel_Wood, 0.197700, 0.010271, 3
Eva_Dimas, 0.173572, 0.000000, 2
Eve_Pelletier, 0.147893, 0.000000, 2
Fabiola_Zuluaga, 0.215359, 0.000000, 2
Fabrice_Santoro, 0.316831, 0.006410, 3
Farouk_al-Sharaa, 0.264545, 0.059288, 3
Faye_Dunaway, 0.328383, 0.149505, 3
Fayssal_Mekdad, 0.141937, 0.038537, 4
Federico_Trillo, 0.228026, 0.000000, 2
Felipe_Perez_Roque, 0.195227, 0.056672, 4
Felix_Mantilla, 0.257362, 0.000000, 2
Ferenc_Madl, 0.145561, 0.000000, 2
Fernando_Gonzalez, 0.387766, 0.094840, 9
Fernando_Henrique_Cardoso, 0.242613, 0.057633, 8
Fernando_Vargas, 0.388511, 0.102936, 4
Fidel_Castro, 0.232332, 0.100452, 18
Filippo_Inzaghi, 0.371749, 0.082953, 3
Flavia_Delaroli, 0.292818, 0.000000, 2
Flor_Montulo, 0.227331, 0.000000, 2
Frances_Fisher, 0.299129, 0.000000, 2
Francisco_Flores, 0.307700, 0.105557, 4
Francis_Ford_Coppola, 0.212832, 0.000000, 2
Francis_George, 0.152733, 0.000000, 2
Francis_Mer, 0.137893, 0.000000, 2
Franco_Dragone, 0.288706, 0.000000, 2
Franko_Simatovic, 0.655088, 0.000000, 2
Frank_Cassell, 0.346134, 0.037786, 3
Frank_Dunham_Jr, 0.134037, 0.000000, 2
Frank_Griswold, 0.313118, 0.000000, 2
Frank_Lautenberg, 0.293959, 0.000000, 2
Frank_Solich, 0.273868, 0.056100, 5
Frank_Stallone, 0.169925, 0.000000, 2
Franz_Beckenbauer, 0.351254, 0.000000, 2
Franz_Fischler, 0.319194, 0.088140, 4
Franz_Muentefering, 0.402875, 0.100048, 3
Fran_Drescher, 0.258985, 0.000000, 2
Freddy_Garcia, 0.344531, 0.000000, 2
Fred_Eckhard, 0.286857, 0.074915, 3
Fred_Funk, 0.453270, 0.000000, 2
Fred_Thompson, 0.294560, 0.017885, 3
Fujio_Cho, 0.128466, 0.060057, 6
Gabriel_Batistuta, 0.429115, 0.000000, 2
Gabriel_Valdes, 0.171962, 0.000000, 2
Gao_Qiang, 0.180793, 0.000000, 2
Garry_Kasparov, 0.248953, 0.000000, 2
Garry_Trudeau, 0.399807, 0.000000, 2
Gary_Bergeron, 0.284080, 0.000000, 2
Gary_Carter, 0.287410, 0.052149, 3
Gary_Doer, 0.268658, 0.023606, 3
Gary_Forsee, 0.319100, 0.000000, 2
Gary_Locke, 0.234940, 0.000000, 2
Gary_Williams, 0.362079, 0.000000, 2
Gary_Winnick, 0.456707, 0.000000, 2
Gene_Robinson, 0.168476, 0.046527, 5
Geno_Auriemma, 0.298487, 0.000000, 2
Geoff_Hoon, 0.200611, 0.081507, 7
George_Brumley, 0.241685, 0.000000, 2
George_Clooney, 0.344784, 0.149133, 9
George_Foreman, 0.421192, 0.000000, 2
George_Galloway, 0.361603, 0.077643, 4
George_HW_Bush, 0.350974, 0.116587, 12
George_Karl, 0.439044, 0.000000, 2
George_Lopez, 0.233031, 0.105612, 5
George_Papandreou, 0.249021, 0.092086, 4
George_Pataki, 0.267708, 0.112712, 5
George_P_Bush, 0.297735, 0.000000, 2
George_Robertson, 0.454141, 0.094044, 22
George_Roy_Hill, 0.217577, 0.000000, 2
George_Ryan, 0.238453, 0.139491, 4
George_Tenet, 0.628221, 0.000000, 2
George_Voinovich, 0.200680, 0.046243, 3
Georgi_Parvanov, 0.316298, 0.000000, 2
Geraldine_Chaplin, 0.185214, 0.090059, 4
Gerardo_Gambala, 0.283961, 0.000000, 2
Gerard_Depardieu, 0.240631, 0.000000, 2
Gerhard_Schroeder, 0.290545, 0.146972, 109
Gerry_Adams, 0.191025, 0.049190, 8
Gerry_Parsky, 0.261839, 0.000000, 2
Gianna_Angelopoulos-Daskalaki, 0.202693, 0.045344, 3
Gian_Marco, 0.292003, 0.044314, 3
Gilberto_Rodriguez_Orejuela, 0.189879, 0.052492, 4
Gillian_Anderson, 0.193048, 0.000000, 2
Gil_de_Ferran, 0.484311, 0.130927, 5
Gisele_Bundchen, 0.544033, 0.000000, 2
Giuseppe_Gibilisco, 0.214789, 0.079224, 4
Glafcos_Clerides, 0.154668, 0.027771, 4
Gloria_Allred, 0.223170, 0.000000, 2
Gloria_Macapagal_Arroyo, 0.305635, 0.067024, 44
Gloria_Trevi, 0.175200, 0.017597, 4
GL_Peiris, 0.211142, 0.060739, 4
Goh_Kun, 0.171256, 0.000000, 2
Goldie_Hawn, 0.257903, 0.152409, 7
Gonzalo_Sanchez_de_Lozada, 0.347986, 0.165852, 12
Goran_Persson, 0.593697, 0.000000, 2
Gordon_Brown, 0.345561, 0.091761, 13
Gordon_Campbell, 0.370883, 0.000000, 2
Grady_Irvin_Jr, 0.263260, 0.000000, 2
Grant_Hackett, 0.260767, 0.045797, 5
Gray_Davis, 0.209660, 0.123848, 26
Gregg_Popovich, 0.301626, 0.106094, 5
Gregory_Geoffroy, 0.319354, 0.000000, 2
Gregory_Hines, 0.203186, 0.000000, 2
Greg_Gilbert, 0.405517, 0.000000, 2
Greg_Ostertag, 0.196887, 0.000000, 2
Greg_Owen, 0.225906, 0.000000, 2
Greg_Rusedski, 0.339934, 0.061268, 4
